Rxn name	Formula	Gene-reaction association	LB	UB	Objective
DTMPK_No1	6.5617 prot_GTHT12_02591[c] + pmet_DTMPK[c]  -> adp_c[c] + dtdp_c[c] 	RTMO00981 or RTMO00980 or RTMO02920	  0.00	1000.00	  0.00
DTMPK_No2	6.5617 prot_GTHT12_02591[c] + pmet_DTMPK[c]  -> adp_c[c] + dtdp_c[c] 	RTMO00981 or RTMO00980 or RTMO02920	  0.00	1000.00	  0.00
DTMPK_No3	pmet_DTMPK[c] + 0.088909 prot_AOT13_RS02905[c]  -> adp_c[c] + dtdp_c[c] 	RTMO00981 or RTMO00980 or RTMO02920	  0.00	1000.00	  0.00
arm_URIDK2m	atp_c[c] + dump_c[c]  -> pmet_URIDK2m[c] 	RTMO00981 or RTMO00980 or RTMO02920	  0.00	1000.00	  0.00
URIDK2m_No1	8.9526 prot_GTHT12_02591[c] + pmet_URIDK2m[c]  -> adp_c[c] + dudp_c[c] 	RTMO00981 or RTMO00980 or RTMO02920	  0.00	1000.00	  0.00
URIDK2m_No2	0.088909 prot_AOT13_RS02905[c] + pmet_URIDK2m[c]  -> adp_c[c] + dudp_c[c] 	RTMO00981 or RTMO00980 or RTMO02920	  0.00	1000.00	  0.00
arm_DURIK1	atp_c[c] + duri_c[c]  -> pmet_DURIK1[c] 	RTMO02346	  0.00	1000.00	  0.00
DURIK1_No1	0.65308 prot_AOT13_RS00900[c] + pmet_DURIK1[c]  -> adp_c[c] + dump_c[c] 	RTMO02346	  0.00	1000.00	  0.00
DURIK1_No2	1.2395 prot_AOT13_RS03675[c] + pmet_DURIK1[c]  -> adp_c[c] + dump_c[c] 	RTMO02346	  0.00	1000.00	  0.00
AMYTRANS_No1	amylose_c[c] + h2o_c[c] + 0.257 prot_AOT13_RS18750[c]  -> 2 starch_c[c] 	RTMO03213	  0.00	1000.00	  0.00
XPPT_No1	prpp_c[c] + xan_c[c] + 2.3602 prot_AOT13_RS14160[c]  -> h_c[c] + ppi_c[c] + xmp_c[c] 	RTMO04344 or RTMO02962	  0.00	1000.00	  0.00
QH2NOR_No1	no3_c[c] + qh2_c[c] + 0.43958 prot_AOT13_RS11795[c]  -> h2o_c[c] + mqn_c[c] + no2_c[c] 	RTMO03773 or RTMO03776 or RTMO04417 or RTMO03775	  0.00	1000.00	  0.00
ILEOR_No1	h2o_c[c] + ile__L_c[c] + nad_c[c] + 0.49056 prot_AOT13_RS16375[c]  -> 3mop_c[c] + h_c[c] + nadh_c[c] + nh4_c[c] 	RTMO01154	  0.00	1000.00	  0.00
DHFOR2_No1	dhf_c[c] + nadp_c[c] + 1.9508 prot_AOT13_RS12145[c]  -> fol_c[c] + h_c[c] + nadph_c[c] 	RTMO02100	  0.00	1000.00	  0.00
ORNTAC_No1	acorn_c[c] + glu__L_c[c] + 0.0074599 prot_AOT13_RS07270[c]  -> acglu_c[c] + orn__L_c[c] 	RTMO03809	  0.00	1000.00	  0.00
ACOTA_No1	acg5sa_c[c] + glu__L_c[c] + 0.026251 prot_AOT13_RS07280[c]  -> acorn_c[c] + akg_c[c] 	RTMO03811	  0.00	1000.00	  0.00
NP1_No1	nicrns_c[c] + pi_c[c] + 0.24259 prot_AOT13_RS16145[c]  -> nac_c[c] + r1p_c[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
PYNP1_No1	csn_c[c] + r1p_c[c] + 0.18572 prot_AOT13_RS16140[c]  -> cytd_c[c] + h_c[c] + pi_c[c] 	RTMO01096	  0.00	1000.00	  0.00
arm_PUNP7	h_c[c] + pi_c[c] + xtsn_c[c]  -> pmet_PUNP7[c] 	RTMO00732 or RTMO05095 or RTMO01098	  0.00	1000.00	  0.00
PUNP7_No1	0.36726 prot_AOT13_RS00850[c] + pmet_PUNP7[c]  -> r1p_c[c] + xan_c[c] 	RTMO00732 or RTMO05095 or RTMO01098	  0.00	1000.00	  0.00
PUNP7_No2	0.43779 prot_AOT13_RS16145[c] + pmet_PUNP7[c]  -> r1p_c[c] + xan_c[c] 	RTMO00732 or RTMO05095 or RTMO01098	  0.00	1000.00	  0.00
FTCL_No1	5fthf_c[c] + atp_c[c] + 0.031578 prot_AOT13_RS16750[c]  -> adp_c[c] + methf_c[c] + pi_c[c] 	RTMO00081	  0.00	1000.00	  0.00
arm_NMNHYD	h2o_c[c] + nmn_c[c]  -> pmet_NMNHYD[c] 	RTMO03070 or RTMO02081	  0.00	1000.00	  0.00
NMNHYD_No1	0.22773 prot_AOT13_RS00310[c] + pmet_NMNHYD[c]  -> h_c[c] + pi_c[c] + rnam_c[c] 	RTMO03070 or RTMO02081	  0.00	1000.00	  0.00
NMNHYD_No2	0.12864 prot_AOT13_RS07950[c] + pmet_NMNHYD[c]  -> h_c[c] + pi_c[c] + rnam_c[c] 	RTMO03070 or RTMO02081	  0.00	1000.00	  0.00
NDPK7_No1	atp_c[c] + dcdp_c[c] + 0.30175 prot_AOT13_RS15625[c]  -> adp_c[c] + dctp_c[c] 	RTMO05248 or RTMO04294	  0.00	1000.00	  0.00
NDPK6_No1	atp_c[c] + dudp_c[c] + 0.30175 prot_AOT13_RS15625[c]  -> adp_c[c] + dutp_c[c] 	RTMO05248 or RTMO04294	  0.00	1000.00	  0.00
arm_SHK3Dr	nadp_c[c] + skm_c[c]  -> pmet_SHK3Dr[c] 	RTMO04918	  0.00	1000.00	  0.00
SHK3Dr_No1	pmet_SHK3Dr[c] + 0.050716 prot_GEPA3_0955[c]  -> 3dhsk_c[c] + h_c[c] + nadph_c[c] 	RTMO04918	  0.00	1000.00	  0.00
SHK3Dr_No2	pmet_SHK3Dr[c] + 0.036187 prot_AOT13_RS17105[c]  -> 3dhsk_c[c] + h_c[c] + nadph_c[c] 	RTMO04918	  0.00	1000.00	  0.00
RBK_L1_No1	atp_c[c] + rbl__L_c[c] + 1.1704 prot_AOT13_RS11475[c]  -> adp_c[c] + ru5p__L_c[c] 	RTMO01727	  0.00	1000.00	  0.00
DPR_No1	nadp_c[c] + pant__R_c[c] + 0.078209 prot_AOT13_RS06550[c]  -> 2dhp_c[c] + h_c[c] + nadph_c[c] 	RTMO04239 or RTMO02720	  0.00	  0.00	  0.00
DCYTD_No1	dcyt_c[c] + h2o_c[c] + h_c[c] + 0.097862 prot_AOT13_RS16935[c]  -> duri_c[c] + nh4_c[c] 	RTMO04889	  0.00	1000.00	  0.00
LGTHL_No1	lgt__S_c[c] + 0.97475 prot_AOT13_RS09905[c]  -> gthrd_c[c] + mthgxl_c[c] 	RTMO03695	  0.00	  0.00	  0.00
arm_ABUTD	4abutn_c[c] + h2o_c[c] + nad_c[c]  -> pmet_ABUTD[c] 	RTMO02577 or RTMO03535 or RTMO02613 or RTMO03923 or RTMO01884 or RTMO02625 or RTMO03151 or RTMO01301 or RTMO00551	  0.00	1000.00	  0.00
ABUTD_No1	0.11101 prot_AOT13_RS00765[c] + pmet_ABUTD[c]  -> 4abut_c[c] + 2 h_c[c] + nadh_c[c] 	RTMO02577 or RTMO03535 or RTMO02613 or RTMO03923 or RTMO01884 or RTMO02625 or RTMO03151 or RTMO01301 or RTMO00551	  0.00	1000.00	  0.00
ABUTD_No2	0.11101 prot_AOT13_RS00765[c] + pmet_ABUTD[c]  -> 4abut_c[c] + 2 h_c[c] + nadh_c[c] 	RTMO02577 or RTMO03535 or RTMO02613 or RTMO03923 or RTMO01884 or RTMO02625 or RTMO03151 or RTMO01301 or RTMO00551	  0.00	1000.00	  0.00
ABUTD_No3	0.065049 prot_AOT13_RS05415[c] + pmet_ABUTD[c]  -> 4abut_c[c] + 2 h_c[c] + nadh_c[c] 	RTMO02577 or RTMO03535 or RTMO02613 or RTMO03923 or RTMO01884 or RTMO02625 or RTMO03151 or RTMO01301 or RTMO00551	  0.00	1000.00	  0.00
PUNP2_No1	dad_2_c[c] + h_c[c] + pi_c[c] + 0.43522 prot_AOT13_RS16145[c]  -> 2dr1p_c[c] + ade_c[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
F1PL_No1	f1p_c[c] + 0.67921 prot_AOT13_RS03645[c]  -> dhap_c[c] + glyald_c[c] 	RTMO03967	  0.00	1000.00	  0.00
SCENLAT_No1	coa_c[c] + ssdhlam_c[c] + 0.6268 prot_AOT13_RS08135[c]  -> edhyl_c[c] + h_c[c] + succoa_c[c] 	RTMO00873	  0.00	1000.00	  0.00
OP4ENLY_No1	h2o_c[c] + op4en_c[c] + 0.21234 prot_AOT13_RS14475[c]  -> 4h2opntn_c[c] 	RTMO01255	  0.00	1000.00	  0.00
OXALCCLY_No1	oxalc_c[c] + 0.050786 prot_AOT13_RS14460[c]  -> co2_c[c] + op4en_c[c] 	RTMO01886 or RTMO01251	  0.00	1000.00	  0.00
HMCNSADLY_No1	2hmcnsad_c[c] + h2o_c[c] + 0.046679 prot_AOT13_RS14480[c]  -> for_c[c] + h_c[c] + op4en_c[c] 	RTMO01890	  0.00	1000.00	  0.00
MANPT_No1	man_c[c] + proNPhis_c[c] + 0.012248 prot_GK1747[c]  -> man6p_c[c] + prohis_c[c] 	RTMO00973	  0.00	1000.00	  0.00
GAMPT_No1	gam_c[c] + proNPhis_c[c] + 0.017452 prot_AOT13_RS08110[c]  -> gam6p_c[c] + prohis_c[c] 	RTMO01633 or RTMO01762 or RTMO00973 or RTMO01418 or RTMO01653 or RTMO01651 or RTMO02850 or RTMO02849 or RTMO00292 or RTMO01785 or RTMO02649 or RTMO01763 or RTMO01416 or RTMO02653 or RTMO01652 or RTMO03200 or RTMO01415 or RTMO00881 or RTMO01492 or RTMO00506 or RTMO00511 or RTMO03198 or RTMO01493 or RTMO03199 or RTMO02812 or RTMO01417 or RTMO02809 or RTMO01045 or RTMO01761 or RTMO02654	  0.00	1000.00	  0.00
ACGK_No1	acglu_c[c] + atp_c[c] + 3 h_c[c] + 0.45964 prot_AOT13_RS07275[c]  -> acg5p_c[c] + adp_c[c] 	RTMO03810	  0.00	1000.00	  0.00
M1PD_No1	mnl1p_c[c] + nad_c[c] + 0.35408 prot_AOT13_RS11185[c]  -> f6p_c[c] + h_c[c] + nadh_c[c] 	RTMO01654	  0.00	1000.00	  0.00
MNLPT_No1	mnl_c[c] + proNPhis_c[c] + 0.12455 prot_AOT13_RS11170[c]  -> mnl1p_c[c] + prohis_c[c] 	RTMO01654	  0.00	1000.00	  0.00
arm_ACMANAHY	acmana_c[c] + udp_c[c]  -> pmet_ACMANAHY[c] 	RTMO00038 or RTMO02911 or RTMO05209 or RTMO03290	  0.00	  0.00	  0.00
ACMANAHY_No1	0.070168 prot_AOT13_RS01575[c] + pmet_ACMANAHY[c]  -> h2o_c[c] + uacmam_c[c] 	RTMO00038 or RTMO02911 or RTMO05209 or RTMO03290	  0.00	  0.00	  0.00
ACMANAHY_No2	0.040977 prot_I656_01475[c] + pmet_ACMANAHY[c]  -> h2o_c[c] + uacmam_c[c] 	RTMO00038 or RTMO02911 or RTMO05209 or RTMO03290	  0.00	  0.00	  0.00
NTD10_No1	h2o_c[c] + xmp_c[c] + 0.23841 prot_AOT13_RS00310[c]  -> h_c[c] + pi_c[c] + xtsn_c[c] 	RTMO03070 or RTMO02081	  0.00	1000.00	  0.00
TRPS1_No1	3ig3p_c[c] + ser__L_c[c] + 0.024404 prot_AOT13_RS15580[c]  -> g3p_c[c] + h2o_c[c] + trp__L_c[c] 	RTMO03793 or RTMO03794	  0.00	1000.00	  0.00
HEX1_No1	glc__D_c[c] + proNPhis_c[c] + 0.017452 prot_AOT13_RS08110[c]  -> g6p_c[c] + prohis_c[c] 	RTMO01045 or RTMO01762 or RTMO01651 or RTMO01418 or RTMO01653 or RTMO01493 or RTMO01633 or RTMO02850 or RTMO00292 or RTMO02653 or RTMO01785 or RTMO01763 or RTMO02849 or RTMO00973 or RTMO02649 or RTMO01416 or RTMO01652 or RTMO03198 or RTMO01415 or RTMO00881 or RTMO01492 or RTMO03200 or RTMO00511 or RTMO00506 or RTMO02812 or RTMO03199 or RTMO01417 or RTMO02809 or RTMO02654 or RTMO01761	  0.00	1000.00	  0.00
arm_PUNP6	din_c[c] + h_c[c] + pi_c[c]  -> pmet_PUNP6[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
PUNP6_No1	0.77357 prot_AOT13_16120[c] + pmet_PUNP6[c]  -> 2dr1p_c[c] + hxan_c[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
PUNP6_No2	0.51512 prot_AOT13_RS16145[c] + pmet_PUNP6[c]  -> 2dr1p_c[c] + hxan_c[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
PPM2_No1	2dr1p_c[c] + 0.09609 prot_AOT13_RS16150[c]  -> 2dr5p_c[c] 	RTMO01099	  0.00	1000.00	  0.00
HMSD_No1	2hmcnsad_c[c] + h2o_c[c] + nad_c[c] + 0.038277 prot_AOT13_RS14450[c]  -> 2hmc_c[c] + h_c[c] + nadh_c[c] 	RTMO02207	  0.00	1000.00	  0.00
MME_No1	4 h_c[c] + mmcoa__S_c[c] + 0.27039 prot_AOT13_RS16275[c]  -> mmcoa__R_c[c] 	RTMO01130	  0.00	1000.00	  0.00
TREPT_No1	proNPhis_c[c] + tre_c[c] + 0.017452 prot_AOT13_RS08110[c]  -> prohis_c[c] + tre6p_c[c] 	RTMO01493 or RTMO01651 or RTMO02809 or RTMO00292 or RTMO01416 or RTMO01761 or RTMO02649 or RTMO01045 or RTMO02653 or RTMO01415 or RTMO03200 or RTMO00881 or RTMO00973 or RTMO01762 or RTMO02850 or RTMO01653 or RTMO00506 or RTMO01763 or RTMO03199 or RTMO01417 or RTMO02849 or RTMO02812 or RTMO03198 or RTMO02654 or RTMO01785 or RTMO01652 or RTMO01492 or RTMO00511 or RTMO01418 or RTMO01633	  0.00	1000.00	  0.00
UAMAGS_No1	atp_c[c] + glu__D_c[c] + uama_c[c] + 0.23058 prot_AOT13_RS08615[c]  -> adp_c[c] + h_c[c] + pi_c[c] + uamag_c[c] 	RTMO04095	  0.00	1000.00	  0.00
UAAGDS_No1	26dap__M_c[c] + atp_c[c] + uamag_c[c] + 0.15721 prot_AOT13_RS08600[c]  -> adp_c[c] + h_c[c] + pi_c[c] + ugmd_c[c] 	RTMO04100	  0.00	1000.00	  0.00
MELTGH_No1	h2o_c[c] + melt_c[c] + 0.020433 prot_AOT13_RS15355[c]  -> gal_c[c] + sbt__D_c[c] 	RTMO02513	  0.00	1000.00	  0.00
arm_DNADDP	dnad_c[c] + h2o_c[c]  -> pmet_DNADDP[c] 	RTMO03749	  0.00	1000.00	  0.00
DNADDP_No1	0.16748 prot_AOT13_RS08920[c] + pmet_DNADDP[c]  -> amp_c[c] + h_c[c] + nicrnt_c[c] 	RTMO03749	  0.00	1000.00	  0.00
DNADDP_No2	0.14426 prot_BCV53_RS02770[c] + pmet_DNADDP[c]  -> amp_c[c] + h_c[c] + nicrnt_c[c] 	RTMO03749	  0.00	1000.00	  0.00
ICHORT_No1	h2o_c[c] + ichor_c[c] + 0.046203 prot_AOT13_RS02040[c]  -> 23ddhb_c[c] + pyr_c[c] 	RTMO03326	  0.00	1000.00	  0.00
DHPS2_No1	4abz_c[c] + 6hmhptpp_c[c] + 0.10583 prot_AOT13_RS02670[c]  -> dhpt_c[c] + h_c[c] + ppi_c[c] 	RTMO02971	  0.00	1000.00	  0.00
MERCPPYROR_No1	mercplac_c[c] + nad_c[c] + 0.041644 prot_AOT13_RS05985[c]  -> h_c[c] + mercppyr_c[c] + nadh_c[c] 	RTMO04783 or RTMO04782	  0.00	  0.00	  0.00
MERCPPYRST_No1	mercppyr_c[c] + so3_c[c] + 0.016381 prot_AOT13_RS14130[c]  -> 3 h_c[c] + pyr_c[c] + tsul_c[c] 	RTMO12345	  0.00	1000.00	  0.00
CYANST_No1	cyan_c[c] + 3 h_c[c] + tsul_c[c] + 0.14559 prot_AOT13_RS14130[c]  -> so3_c[c] + tcynt_c[c] 	RTMO12345	  0.00	1000.00	  0.00
MBTCOAT_No1	coa_c[c] + 4 h_c[c] + smbdhlp_c[c] + 1.1792 prot_AOT13_RS14880[c]  -> edhyl_c[c] + s2mbcoa_c[c] 	RTMO01147	  0.00	1000.00	  0.00
UACCGOR_No1	h_c[c] + nadh_c[c] + uaccg_c[c] + 0.015748 prot_AOT13_RS07780[c]  -> nad_c[c] + uamr_c[c] 	RTMO03928 or RTMO04093	  0.00	1000.00	  0.00
UAPGR_No1	h_c[c] + nadph_c[c] + uaccg_c[c] + 0.026733 prot_AOT13_RS07780[c]  -> nadp_c[c] + uamr_c[c] 	RTMO03928 or RTMO04093	  0.00	1000.00	  0.00
UAMAS_No1	ala__L_c[c] + atp_c[c] + uamr_c[c] + 0.17954 prot_AOT13_RS18415[c]  -> adp_c[c] + h_c[c] + pi_c[c] + uama_c[c] 	RTMO02393	  0.00	1000.00	  0.00
UPPDC1_No1	4 co2_c[c] + cpppg3_c[c] + 0.12141 prot_AOT13_RS06810[c]  -> 4 h_c[c] + uppg3_c[c] 	RTMO03677	  0.00	  0.00	  0.00
TMPPP_No1	2mahmp_c[c] + 4mpetz_c[c] + 0.0089853 prot_AOT13_RS14410[c]  -> ppi_c[c] + thmmp_c[c] 	RTMO01874 or RTMO03650	  0.00	1000.00	  0.00
FRU1PT_No1	fru_c[c] + proNPhis_c[c] + 0.046883 prot_AOT13_RS04165[c]  -> f1p_c[c] + prohis_c[c] 	RTMO01653	  0.00	1000.00	  0.00
AHETHMPPR_No1	2ahethmpp_c[c] + lpam_c[c] + 0.014819 prot_AOT13_RS08300[c]  -> adhlam_c[c] + thmpp_c[c] 	RTMO00831 or RTMO03630 or RTMO04026 or RTMO00138 or RTMO00139 or RTMO00832	  0.00	1000.00	  0.00
HC01435R_No1	3c1ht_c[c] + h_c[c] + lpam_c[c] + 0.37308 prot_AOT13_RS08130[c]  -> ssdhlam_c[c] + thmpp_c[c] 	RTMO00874	  0.00	1000.00	  0.00
UACMAMO_No1	h2o_c[c] + 2 nad_c[c] + uacmam_c[c] + 0.29297 prot_AOT13_RS01565[c]  -> 2 nadh_c[c] + uacmamu_c[c] 	RTMO05629 or RTMO02261 or RTMO01041 or RTMO02259 or RTMO05206 or RTMO02260 or RTMO02545 or RTMO01643 or RTMO03137 or RTMO05158 or RTMO02838 or RTMO00898 or RTMO01107 or RTMO05835	  0.00	1000.00	  0.00
arm_NT5C	h2o_c[c] + nicrnt_c[c]  -> pmet_NT5C[c] 	RTMO02081 or RTMO03070	  0.00	1000.00	  0.00
NT5C_No1	0.26796 prot_AOT13_RS00310[c] + pmet_NT5C[c]  -> h_c[c] + nicrns_c[c] + pi_c[c] 	RTMO02081 or RTMO03070	  0.00	1000.00	  0.00
NT5C_No2	0.30971 prot_AOT13_RS07950[c] + pmet_NT5C[c]  -> h_c[c] + nicrns_c[c] + pi_c[c] 	RTMO02081 or RTMO03070	  0.00	1000.00	  0.00
NNDPR_No1	co2_c[c] + nicrnt_c[c] + ppi_c[c] + 0.3206 prot_AOT13_RS17455[c]  -> h_c[c] + prpp_c[c] + quln_c[c] 	RTMO02378	  0.00	  0.00	  0.00
MMTSAOR_No1	mmcoa__R_c[c] + nadh_c[c] + 0.073052 prot_AOT13_RS00765[c]  -> coa_c[c] + 3 h_c[c] + mmtsa_c[c] + nad_c[c] 	RTMO01648 or RTMO01382	  0.00	1000.00	  0.00
GDTP_No1	gdptp_c[c] + h2o_c[c] + 3 h_c[c] + 0.010632 prot_AOT13_RS10900[c]  -> pi_c[c] + ppgpp_c[c] 	RTMO01592 or RTMO01591	  0.00	1000.00	  0.00
MMALLIG_No1	atp_c[c] + coa_c[c] + 3 h_c[c] + mmal_c[c] + 0.0075206 prot_GTHT12_03409[c]  -> amp_c[c] + mmcoa__R_c[c] + ppi_c[c] 	RTMO00000	  0.00	1000.00	  0.00
GCCa_No1	gly_c[c] + lpro_c[c] + 0.050721 prot_AOT13_RS16625[c]  -> alpro_c[c] + co2_c[c] 	RTMO00046 or RTMO00047	  0.00	1000.00	  0.00
AGPR_No1	acg5p_c[c] + nadph_c[c] + 3.3772 prot_AOT13_RS07265[c]  -> acg5sa_c[c] + 2 h_c[c] + nadp_c[c] + pi_c[c] 	RTMO04648	  0.00	1000.00	  0.00
AHMMPPT_No1	4ahmmp_c[c] + atp_c[c] + 0.81129 prot_AOT13_RS14415[c]  -> 4ampm_c[c] + adp_c[c] + h_c[c] 	RTMO02818 or RTMO01875	  0.00	1000.00	  0.00
HPPK2_No1	6hmhpt_c[c] + atp_c[c] + 0.10446 prot_AOT13_RS02660[c]  -> 6hmhptpp_c[c] + amp_c[c] 	RTMO02973	  0.00	1000.00	  0.00
ALCD4_No1	btoh_c[c] + nad_c[c] + 0.014139 prot_GHH_c02040[c]  -> btal_c[c] + h_c[c] + nadh_c[c] 	RTMO01107 or RTMO05206 or RTMO05835 or RTMO02261 or RTMO05629 or RTMO01643 or RTMO02259 or RTMO00898 or RTMO02260 or RTMO02545 or RTMO03137 or RTMO01041 or RTMO05158 or RTMO02838	  0.00	  0.00	  0.00
ALCD4y_No1	btal_c[c] + h_c[c] + nadph_c[c] + 0.0078966 prot_GHH_c02040[c]  -> btoh_c[c] + nadp_c[c] 	RTMO05835 or RTMO01107 or RTMO02261 or RTMO05629 or RTMO00898 or RTMO01041 or RTMO01643 or RTMO02259 or RTMO05158 or RTMO02260 or RTMO05206 or RTMO03137 or RTMO02838 or RTMO02545	  0.00	1000.00	  0.00
TOL2OR_No1	h_c[c] + nadph_c[c] + o2_c[c] + tol_c[c] + 0.068092 prot_I656_01471[c]  -> cresol3_c[c] + h2o_c[c] + nadp_c[c] 	RTMO01898	  0.00	1000.00	  0.00
CRESOLOR_No1	cresol3_c[c] + h_c[c] + nadph_c[c] + o2_c[c] + 0.27546 prot_I656_01038[c]  -> 3mcat_c[c] + h2o_c[c] + nadp_c[c] 	RTMO01898	  0.00	1000.00	  0.00
SLNTOR_No1	5 h_c[c] + 3 nadph_c[c] + slnt_c[c] + 0.22675 prot_AOT13_RS00825[c]  -> 3 h2o_c[c] + 3 nadp_c[c] + seln_c[c] 	RTMO04282 or RTMO02447 or RTMO05075 or RTMO03997	  0.00	1000.00	  0.00
arm_ACOAD3f	fad_c[c] + occoa_c[c]  -> pmet_ACOAD3f[c] 	RTMO01260 or RTMO01925 or RTMO02304 or RTMO04474 or RTMO00865	  0.00	1000.00	  0.00
ACOAD3f_No1	0.27871 prot_PTT_03254?[c] + pmet_ACOAD3f[c]  -> fadh2_c[c] + oc2coa_c[c] 	RTMO01260 or RTMO01925 or RTMO02304 or RTMO04474 or RTMO00865	  0.00	1000.00	  0.00
ACOAD3f_No2	0.04141 prot_AOT13_RS08150[c] + pmet_ACOAD3f[c]  -> fadh2_c[c] + oc2coa_c[c] 	RTMO01260 or RTMO01925 or RTMO02304 or RTMO04474 or RTMO00865	  0.00	1000.00	  0.00
ACOAD3f_No3	0.14475 prot_Geoth_2581[c] + pmet_ACOAD3f[c]  -> fadh2_c[c] + oc2coa_c[c] 	RTMO01260 or RTMO01925 or RTMO02304 or RTMO04474 or RTMO00865	  0.00	1000.00	  0.00
ACOAD3f_No4	0.0047998 prot_I656_03312[c] + pmet_ACOAD3f[c]  -> fadh2_c[c] + oc2coa_c[c] 	RTMO01260 or RTMO01925 or RTMO02304 or RTMO04474 or RTMO00865	  0.00	1000.00	  0.00
ACACT4m_No1	accoa_c[c] + occoa_c[c] + 0.071401 prot_AOT13_RS00405[c]  -> 3odcoa_c[c] + coa_c[c] 	RTMO02305 or RTMO02611 or RTMO03780	  0.00	1000.00	  0.00
GCCc_No1	dhlpro_c[c] + nad_c[c] + 0.018539 prot_AOT13_RS16365[c]  -> h_c[c] + lpro_c[c] + nadh_c[c] 	RTMO00135 or RTMO01152 or RTMO00827	  0.00	1000.00	  0.00
arm_ACOAD5f	ddcacoa_c[c] + fad_c[c]  -> pmet_ACOAD5f[c] 	RTMO01260 or RTMO02304 or RTMO00865 or RTMO04474 or RTMO01925	  0.00	1000.00	  0.00
ACOAD5f_No1	0.27871 prot_PTT_03254?[c] + pmet_ACOAD5f[c]  -> fadh2_c[c] + trans_dd2coa_c[c] 	RTMO01260 or RTMO02304 or RTMO00865 or RTMO04474 or RTMO01925	  0.00	1000.00	  0.00
ACOAD5f_No2	0.04141 prot_AOT13_RS08150[c] + pmet_ACOAD5f[c]  -> fadh2_c[c] + trans_dd2coa_c[c] 	RTMO01260 or RTMO02304 or RTMO00865 or RTMO04474 or RTMO01925	  0.00	1000.00	  0.00
ACOAD5f_No3	0.14475 prot_Geoth_2581[c] + pmet_ACOAD5f[c]  -> fadh2_c[c] + trans_dd2coa_c[c] 	RTMO01260 or RTMO02304 or RTMO00865 or RTMO04474 or RTMO01925	  0.00	1000.00	  0.00
ACOAD5f_No4	0.0047998 prot_I656_03312[c] + pmet_ACOAD5f[c]  -> fadh2_c[c] + trans_dd2coa_c[c] 	RTMO01260 or RTMO02304 or RTMO00865 or RTMO04474 or RTMO01925	  0.00	1000.00	  0.00
ACACT6m_No1	accoa_c[c] + ddcacoa_c[c] + 0.071401 prot_AOT13_RS00405[c]  -> 3otdcoa_c[c] + coa_c[c] 	RTMO02305 or RTMO02611 or RTMO03780	  0.00	1000.00	  0.00
ALDH_No1	h2o_c[c] + mmtsa_c[c] + nad_c[c] + 0.096759 prot_AOT13_RS05415[c]  -> h_c[c] + mmal_c[c] + nadh_c[c] 	RTMO03151 or RTMO00551 or RTMO03923 or RTMO02577 or RTMO02625 or RTMO02613 or RTMO01884	  0.00	1000.00	  0.00
FFSD_No1	h2o_c[c] + h_c[c] + suc6p_c[c] + 0.0083347 prot_AOT13_RS03425[c]  -> fru_c[c] + g6p_c[c] 	RTMO02808	  0.00	1000.00	  0.00
arm_ACOAD6f	fad_c[c] + tdcoa_c[c]  -> pmet_ACOAD6f[c] 	RTMO02304 or RTMO00865 or RTMO01260 or RTMO01925 or RTMO04474	  0.00	1000.00	  0.00
ACOAD6f_No1	0.45147 prot_GARCT_01100[c] + pmet_ACOAD6f[c]  -> fadh2_c[c] + td2coa_c[c] 	RTMO02304 or RTMO00865 or RTMO01260 or RTMO01925 or RTMO04474	  0.00	1000.00	  0.00
ACOAD6f_No2	0.27871 prot_PTT_03254?[c] + pmet_ACOAD6f[c]  -> fadh2_c[c] + td2coa_c[c] 	RTMO02304 or RTMO00865 or RTMO01260 or RTMO01925 or RTMO04474	  0.00	1000.00	  0.00
ACOAD6f_No3	0.04141 prot_AOT13_RS08150[c] + pmet_ACOAD6f[c]  -> fadh2_c[c] + td2coa_c[c] 	RTMO02304 or RTMO00865 or RTMO01260 or RTMO01925 or RTMO04474	  0.00	1000.00	  0.00
ACOAD6f_No4	0.14475 prot_Geoth_2581[c] + pmet_ACOAD6f[c]  -> fadh2_c[c] + td2coa_c[c] 	RTMO02304 or RTMO00865 or RTMO01260 or RTMO01925 or RTMO04474	  0.00	1000.00	  0.00
ACOAD6f_No5	0.0047998 prot_I656_03312[c] + pmet_ACOAD6f[c]  -> fadh2_c[c] + td2coa_c[c] 	RTMO02304 or RTMO00865 or RTMO01260 or RTMO01925 or RTMO04474	  0.00	1000.00	  0.00
ACACT7m_No1	accoa_c[c] + tdcoa_c[c] + 0.046133 prot_BCV53_RS07805[c]  -> 3ohdcoa_c[c] + coa_c[c] 	RTMO02611 or RTMO03780 or RTMO02305	  0.00	1000.00	  0.00
arm_SMBCOAOR	fad_c[c] + s2mbcoa_c[c]  -> pmet_SMBCOAOR[c] 	RTMO01260 or RTMO01925	  0.00	1000.00	  0.00
SMBCOAOR_No1	pmet_SMBCOAOR[c] + 0.085358 prot_LR69_00440[c]  -> 2mb2coa_c[c] + fadh2_c[c] + 3 h_c[c] 	RTMO01260 or RTMO01925	  0.00	1000.00	  0.00
